request_id,pu_osmid,do_osmid,req_time,pu_taz,do_taz,pu_lon,pu_lat,do_lon,do_lat,accept_time_art,pu_time_art,do_time_art,trip_fare,tip,Unnamed: 14,earliest_pu_time,earliest_travel_time,earliest_arrival_time,remaining_time,deadline,travel_distance,num_passengers
1370,65350912,2702192463,26420,73,142,-122.432843,37.788062,-122.3781135,37.7409724,43,298,1445,5.49,0,20,26420,602.0055877,27022.00559,1625.01397,28045.01397,9477.542,1
1371,65299431,65324841,26421,49,116,-122.4384183,37.7948109,-122.4160992,37.7620369,12,172,965,8.71,0,21,26421,470.3833518,26891.38335,1295.95838,27716.95838,5194.752,1
1372,725284753,65350912,26423,43,73,-122.4398794,37.806112,-122.432843,37.788062,21,512,980,6.56,0,23,26423,251.086858,26674.08686,747.71714,27170.71714,2330.029,1
1373,65336914,65292742,26425,47,73,-122.4342202,37.7907202,-122.4305663,37.7893282,9,673,1855,6,0,25,26425,55.4751513,26480.47515,258.68788,26683.68788,495.991,3
1374,725284763,54891483,26426,43,110,-122.4355018,37.8060957,-122.3864641,37.7708587,7,129,564,8.42,0,26,26426,625.1985833,27051.19858,1682.99646,28108.99646,7243.37,1
1375,725284295,65337437,26426,51,47,-122.4456648,37.8053749,-122.4345767,37.7924773,7,170,1069,14.33,0,26,26426,210.3347658,26636.33477,645.83691,27071.83691,2059.244,1
1376,65349622,257316381,26427,20,109,-122.4115952,37.7727899,-122.3887435,37.7795153,16,262,1506,8.79,1,27,26427,209.3238098,26636.32381,643.30952,27070.30952,3073.928,1
1377,65299746,1711296909,26428,168,133,-122.464469,37.7196965,-122.4516875,37.7283533,6,663,1115,5.07,0,28,26428,218.0977146,26646.09771,665.24429,27093.24429,2031.604,3
1378,65287179,65291368,26428,19,138,-122.4032974,37.7745433,-122.4095041,37.7312621,16,297,1059,8.11,0,28,26428,338.2516279,26766.25163,965.62907,27393.62907,6375.186,2
1379,65301479,65368973,26428,37,123,-122.4065462,37.8017323,-122.4184135,37.7457402,25,168,1228,16.23,0,28,26428,589.773532,27017.77353,1594.43383,28022.43383,8537.759,2
1380,65290284,65295128,26429,107,185,-122.4106286,37.7669019,-122.4779862,37.7448237,134,794,1905,5.6,0,29,26429,687.5166089,27116.51661,1838.79152,28267.79152,8352.453,1
1381,65295385,65317715,26429,70,21,-122.4484909,37.7870551,-122.3983653,37.781794,35,223,1208,5.08,0,29,26429,452.0885208,26881.08852,1250.2213,27679.2213,5593.793,1
1382,65301590,65333957,26429,50,23,-122.4439647,37.7969764,-122.3975508,37.7993155,4,134,1797,17.78,0,29,26429,371.4150431,26800.41504,1048.53761,27477.53761,4899.961,2
1383,65344044,65319063,26430,52,43,-122.4713283,37.8083697,-122.4318761,37.8042494,42,492,1771,14.48,0,30,26430,420.416134,26850.41613,1171.04034,27601.04034,5471.427,1
1384,65303573,260193349,26431,74,109,-122.4332878,37.786095,-122.3881286,37.7817716,1232,1734,2444,14.53,3,31,26431,395.0070364,26826.00704,1107.51759,27538.51759,4824.352,1
1385,65309159,65317715,26431,52,21,-122.4789311,37.7983096,-122.3983653,37.781794,12,108,1245,13.99,0,31,26431,749.4569194,27180.45692,1993.6423,28424.6423,10247.795,1
1386,258967892,65299668,26431,97,178,-122.424864,37.7494381,-122.4930871,37.7609965,12,101,1661,17.68,0,31,26431,617.2984918,27048.29849,1663.24623,28094.24623,7595.543,3
1387,65333347,65309047,26433,41,124,-122.407305,37.8074586,-122.4209687,37.7365468,10,176,1104,12.37,1,33,26433,693.9132564,27126.91326,1854.78314,28287.78314,10485.599,1
1388,725284295,260193349,26433,51,109,-122.4456648,37.8053749,-122.3881286,37.7817716,30,101,635,7.56,0,33,26433,576.6106255,27009.61063,1561.52656,27994.52656,6930.111,1
1389,65311975,65322282,26435,71,120,-122.4557846,37.7897799,-122.4073218,37.7529136,8,366,1370,12.18,1,35,26435,617.5285357,27052.52854,1663.82134,28098.82134,9400.622,3
1390,65300999,434685829,26436,125,41,-122.4129639,37.7358577,-122.4189847,37.8109611,147,1577,3124,6.26,0,36,26436,694.4622166,27130.46222,1856.15554,28292.15554,10754.191,1
1391,65368174,65317703,26436,65,16,-122.4700811,37.7867428,-122.3884059,37.7896449,7,290,1395,13.35,0,36,26436,661.512896,27097.5129,1773.78224,28209.78224,8043.6,1
1392,65296264,65317715,26437,122,21,-122.4123341,37.7446134,-122.3983653,37.781794,16,599,2171,6.69,0,37,26437,335.8491854,26772.84919,959.62296,27396.62296,5641.674,3
1393,65373362,65317703,26438,22,16,-122.3945829,37.7960156,-122.3884059,37.7896449,5,97,848,10.75,0,38,26438,72.98045161,26510.98045,302.45113,26740.45113,973.741,1
1394,65288867,65290178,26438,97,17,-122.427295,37.7501019,-122.3877083,37.7870796,34,360,1845,20.21,3,38,26438,491.4651472,26929.46515,1348.66287,27786.66287,7560.977,2
1395,434685829,65280040,26438,41,173,-122.4189847,37.8109611,-122.4685327,37.7492161,25,668,1151,10.49,1,38,26438,982.6878951,27420.6879,2576.71974,29014.71974,11656.913,1
1396,65299435,1723738990,26438,49,5,-122.440066,37.7946013,-122.4034364,37.7876758,5,203,1096,12.49,0,38,26438,380.3542322,26818.35423,1070.88558,27508.88558,4550.395,1
1397,65333366,65293472,26440,40,112,-122.4220297,37.8055085,-122.3934993,37.7614777,13,153,823,11.7,0,40,26440,507.569994,26947.56999,1388.92499,27828.92499,6537.601,1
1398,65279961,65288821,26441,145,119,-122.3769796,37.7337066,-122.4117672,37.7510425,12,98,742,13.71,1,41,26441,304.7447869,26745.74479,881.86197,27322.86197,4231.113,1
1399,65288353,65313547,26441,181,124,-122.5084523,37.7528354,-122.4228527,37.7383994,12,313,1542,1.83,0,41,26441,767.2782946,27208.27829,2038.19574,28479.19574,11032.538,1
1400,65333957,65333347,26441,23,41,-122.3975508,37.7993155,-122.407305,37.8074586,22,238,624,11.34,3,41,26441,94.70524314,26535.70524,356.76311,26797.76311,1264.097,2
1401,65296327,65302182,26443,94,117,-122.4350283,37.7608903,-122.416739,37.7571719,10,156,901,12.46,0,43,26443,223.5410442,26666.54104,678.85261,27121.85261,2105.556,1
1402,65288324,65348278,26444,179,49,-122.4968507,37.7533468,-122.4363969,37.7931462,559,1520,3071,16.87,0,44,26444,682.4101202,27126.41012,1826.0253,28270.0253,9656.56,1
1403,65317703,65292687,26444,16,81,-122.3884059,37.7896449,-122.4269862,37.7715998,9,157,1038,17.01,3,44,26444,340.5047908,26784.50479,971.26198,27415.26198,5423.713,1
1404,258755557,1378125399,26445,134,207,-122.4424702,37.7231729,-122.4133635,37.7082617,108,358,1246,7.36,0,45,26445,328.9699575,26773.96996,942.42489,27387.42489,3939.184,2
1405,65296333,65325398,26445,95,87,-122.4344911,37.7552877,-122.4461264,37.7739463,8,116,822,9.36,0,45,26445,254.7466067,26699.74661,756.86652,27201.86652,2981.131,2
1406,589498591,65296623,26445,110,57,-122.3897065,37.7719955,-122.4895167,37.7881406,8,146,623,9.49,0,45,26445,888.7578812,27333.75788,2341.8947,28786.8947,11082.475,2
1407,65302358,65360221,26446,134,159,-122.438085,37.727861,-122.4307289,37.7102025,7,243,1445,16.63,1,46,26446,228.1168429,26674.11684,690.29211,27136.29211,2765.965,1
1408,2702192463,65373321,26446,142,41,-122.3781135,37.7409724,-122.4056307,37.8066897,7,171,471,8.41,0,46,26446,573.7181476,27019.71815,1554.29537,28000.29537,9054.528,1
1409,266910523,65327174,26446,121,33,-122.4047645,37.7491495,-122.4212453,37.7932708,7,1033,1801,5.25,0,46,26446,447.1901624,26893.19016,1237.97541,27683.97541,6524.434,1
1410,4008988320,434685829,26447,43,41,-122.4374976,37.8015831,-122.4189847,37.8109611,6,128,882,11.49,0,47,26447,286.5266457,26733.52665,836.31661,27283.31661,2965.339,1
1411,65357250,65340189,26447,43,115,-122.4397198,37.8015491,-122.4035239,37.7544635,6,170,538,7.98,0,47,26447,648.8238731,27095.82387,1742.05968,28189.05968,9345.495,2
1412,5241967569,65373321,26449,52,41,-122.4510138,37.7976536,-122.4056307,37.8066897,14,689,1854,7.02,0,49,26449,418.8947345,26867.89473,1167.23684,27616.23684,4960.792,1
1413,65309690,554160413,26450,57,166,-122.4854346,37.7898384,-122.4504983,37.7173617,13,231,1298,12.94,0,50,26450,861.4338497,27311.43385,2273.58462,28723.58462,10209.136,1
1414,65345229,65286507,26450,23,112,-122.3990364,37.8009761,-122.3936734,37.7632954,13,174,673,9.16,0,50,26450,334.5829409,26784.58294,956.45735,27406.45735,5110.194,1
1415,1712572357,4070801204,26451,166,190,-122.4571661,37.7182398,-122.4989848,37.7126362,164,408,884,7.16,0,51,26451,474.8990387,26925.89904,1307.2476,27758.2476,7112.805,3
1416,260185286,65376072,26451,163,52,-122.4388476,37.7083364,-122.447827,37.794544,112,510,2078,5.96,0,51,26451,1033.229533,27484.22953,2703.07383,29154.07383,16945.184,2
1417,65305512,1130443087,26451,97,113,-122.429423,37.749158,-122.3945967,37.7558028,12,293,1638,9.38,0,51,26451,351.5594144,26802.55941,998.89854,27449.89854,3934.316,2
1418,65348278,65308478,26452,49,68,-122.4363969,37.7931462,-122.453894,37.7802412,131,606,1505,5.8,0,52,26452,243.4390723,26695.43907,728.59768,27180.59768,2935.373,1
1419,65342767,65308685,26453,54,169,-122.501483,37.7736595,-122.4642302,37.7260281,82,614,1329,11.59,1,53,26453,599.4946089,27052.49461,1618.73652,28071.73652,7903.183,1
1420,65317951,65303546,26454,30,6,-122.4146346,37.7855995,-122.4102667,37.7890203,30,111,761,10.02,0,54,26454,86.42261548,26540.42262,336.05654,26790.05654,964.025,1
1421,258965841,65287349,26455,41,53,-122.4091081,37.8081143,-122.4788519,37.7728153,38,328,1025,7.72,0,55,26455,701.2565382,27156.25654,1873.14135,28328.14135,10480.269,1
1422,65322004,65345229,26456,142,23,-122.3827438,37.7511589,-122.3990364,37.8009761,7,292,1563,4.45,0,56,26456,467.0136618,26923.01366,1287.53415,27743.53415,7238.91,3
1423,65373669,65292350,26456,123,147,-122.418201,37.744912,-122.38793,37.724729,139,752,1225,6.12,1,56,26456,435.8420243,26891.84202,1209.60506,27665.60506,4494.946,3
1424,65342739,65317951,26458,183,30,-122.4996718,37.7476093,-122.4146346,37.7855995,6,431,1191,6.02,0,58,26458,799.4201364,27257.42014,2118.55034,28576.55034,11317.401,1
1425,260193349,65333957,26459,109,23,-122.3881286,37.7817716,-122.3975508,37.7993155,115,573,2611,11.98,0,59,26459,166.8500628,26625.85006,537.12516,26996.12516,2237.654,1
1426,65334898,258967882,26459,134,103,-122.4423947,37.7257925,-122.4257858,37.7590313,25,332,1019,14.31,1,59,26459,355.4902755,26814.49028,1008.72569,27467.72569,4483.438,1
1427,65310122,725284295,26459,171,51,-122.4573843,37.7454917,-122.4456648,37.8053749,4,285,1206,12.8,0,59,26459,686.4129998,27145.413,1836.0325,28295.0325,8834.124,1
1428,65287705,65330436,26460,66,134,-122.4612247,37.7830976,-122.4329355,37.7271838,12,404,1457,15.4,0,60,26460,762.1381471,27222.13815,2025.34537,28485.34537,9555.766,1
1429,65333957,65317951,26462,23,30,-122.3975508,37.7993155,-122.4146346,37.7855995,61,153,418,10.99,3,62,26462,261.8618788,26723.86188,774.6547,27236.6547,3176.335,1
1430,65319054,65293636,26462,44,103,-122.4309516,37.799588,-122.4282483,37.7596955,21,184,942,12.62,0,62,26462,469.2844893,26931.28449,1293.21122,27755.21122,5165.258,1
1431,434685829,65375592,26463,41,173,-122.4189847,37.8109611,-122.4641839,37.7519326,11,361,978,6.01,0,63,26463,892.7642867,27355.76429,2351.91072,28814.91072,10852.926,1
1432,65295729,65315452,26463,71,17,-122.4526365,37.790892,-122.3878962,37.7847318,9,149,1098,27.98,0,63,26463,573.3474493,27036.34745,1553.36862,28016.36862,6987.46,1
1433,65309047,260193349,26464,124,109,-122.4209687,37.7365468,-122.3881286,37.7817716,8,119,774,11.56,0,64,26464,458.6224522,26922.62245,1266.55613,27730.55613,9069.401,1
1434,65295401,65322004,26465,71,142,-122.4547886,37.7862499,-122.3827438,37.7511589,7,307,1097,12.99,1,65,26465,691.8268444,27156.82684,1849.56711,28314.56711,10467.652,3
1435,260193349,65306804,26465,109,11,-122.3881286,37.7817716,-122.4027076,37.7832509,7,86,916,12.75,0,65,26465,146.6869549,26611.68695,486.71739,26951.71739,1898.467,1
1436,65323322,54891483,26466,39,110,-122.4127704,37.8014364,-122.3864641,37.7708587,6,154,978,12.51,0,66,26466,417.0483851,26883.04839,1162.62096,27628.62096,4874.613,1
1437,65342814,65307474,26467,190,71,-122.4708699,37.7086589,-122.4552531,37.7871393,85,344,2796,19.49,0,67,26467,794.7508073,27261.75081,2106.87702,28573.87702,10455.647,1
1438,259138846,65326879,26467,86,93,-122.4386182,37.7787235,-122.447641,37.74807,26,231,1137,6.83,0,67,26467,351.9303122,26818.93031,999.82578,27466.82578,4873.055,1
1439,65294308,65317703,26468,97,16,-122.4250116,37.7494291,-122.3884059,37.7896449,4,182,1071,14.02,0,68,26468,486.2331341,26954.23313,1335.58284,27803.58284,7574.307,1
1440,260194288,65318052,26470,23,103,-122.4020702,37.804321,-122.4281733,37.7589084,14,238,619,9,0,70,26470,598.6645979,27068.6646,1616.66149,28086.66149,6674.118,1
1441,4008988320,65372305,26471,43,111,-122.4374976,37.8015831,-122.383436,37.757772,13,140,1187,13.58,0,71,26471,690.5822301,27161.58223,1846.45558,28317.45558,8630.166,1
1442,65305842,258965841,26471,24,41,-122.4036923,37.7973039,-122.4091081,37.8081143,13,177,746,11.68,1,71,26471,152.5882237,26623.58822,501.47056,26972.47056,1609.467,1
1443,65320531,65294721,26472,181,131,-122.5086993,37.7546963,-122.455811,37.7348379,12,238,491,7.9,0,72,26472,563.9429377,27035.94294,1529.85734,28001.85734,7112.892,1
1444,65333347,65317703,26472,41,16,-122.407305,37.8074586,-122.3884059,37.7896449,12,278,1278,16.88,3,72,26472,198.4113885,26670.41139,616.02847,27088.02847,2653.103,1
1445,65307461,65336047,26473,71,23,-122.4456011,37.7883702,-122.4020011,37.8032508,11,632,1778,5.16,0,73,26473,460.4293944,26933.42939,1271.07349,27744.07349,5704.406,1
1446,65300049,65319714,26473,18,145,-122.3927644,37.778855,-122.3768574,37.7402023,5,172,997,16.49,0,73,26473,329.5560854,26802.55609,943.89021,27416.89021,5643.339,2
1447,65292759,65290178,26474,45,17,-122.4318427,37.7956473,-122.3877083,37.7870796,4,118,811,11.16,0,74,26474,375.3807831,26849.38078,1058.45196,27532.45196,4793.51,3
1448,4008988529,65333426,26474,43,91,-122.4410377,37.8046952,-122.4504366,37.7607659,30,347,1535,20.81,3,74,26474,543.5142783,27017.51428,1478.7857,27952.7857,6470.605,1
1449,65373669,65313551,26475,123,124,-122.418201,37.744912,-122.4239666,37.7388566,9,178,523,8.37,0,75,26475,100.1738576,26575.17386,370.43464,26845.43464,1000.76,1
1450,65307547,258965841,26475,189,41,-122.4780269,37.7201147,-122.4091081,37.8081143,9,400,1302,11.58,0,75,26475,949.7081664,27424.70817,2494.27042,28969.27042,18763.78,2
1451,54891483,65317544,26475,110,21,-122.3864641,37.7708587,-122.403403,37.7802668,9,390,1685,3.77,0,75,26475,212.0230082,26687.02301,650.05752,27125.05752,2584.888,1
1452,3741990611,65343556,26475,52,125,-122.4576915,37.8037726,-122.4141025,37.7371099,29,279,751,9.88,0,75,26475,855.4176072,27330.41761,2258.54402,28733.54402,12738.45,1
1453,65288881,65324118,26476,96,127,-122.4393904,37.7493692,-122.434725,37.7346231,8,178,854,9.42,0,76,26476,246.5468204,26722.54682,736.36705,27212.36705,2537.628,1
1454,3719529498,65306840,26477,41,107,-122.4059224,37.8068309,-122.4155785,37.7730974,237,377,901,9.04,0,77,26477,431.059187,26908.05919,1197.64797,27674.64797,5141.9,1
1455,65307150,434685829,26477,57,41,-122.493135,37.7865982,-122.4189847,37.8109611,7,213,1732,7.38,0,77,26477,753.3776015,27230.3776,2003.444,28480.444,9867.988,1
1456,65323516,65287243,26480,171,86,-122.4522924,37.7451839,-122.4381475,37.776872,14,396,2257,6.76,0,80,26480,344.9651676,26824.96517,982.41292,27462.41292,4919.532,3
1457,258919553,65303825,26480,92,52,-122.459591,37.7489894,-122.472178,37.794489,54,243,1259,5.97,0,80,26480,571.6361951,27051.6362,1549.09049,28029.09049,7460.419,1
1458,276549441,65361413,26482,41,111,-122.4036084,37.8054504,-122.3848046,37.7607234,11,773,1230,7.42,0,82,26482,496.9922652,26978.99227,1362.48066,27844.48066,6488.497,1
1459,725284295,65301599,26483,51,51,-122.4456648,37.8053749,-122.44453,37.7997691,10,142,743,6.03,0,83,26483,70.60481937,26553.60482,296.51205,26779.51205,631.262,1
1460,65332161,258965841,26483,88,41,-122.4451431,37.7692913,-122.4091081,37.8081143,120,583,1541,7.81,0,83,26483,616.1663896,27099.16639,1660.41597,28143.41597,7516.059,1
1461,65326698,65307440,26483,41,47,-122.4138032,37.8065621,-122.434043,37.7898377,11,555,908,6.29,0,83,26483,329.4566319,26812.45663,943.64158,27426.64158,3601.612,2
1462,65320191,65373321,26483,114,41,-122.40096,37.7581188,-122.4056307,37.8066897,30,195,1252,15.71,0,83,26483,526.4796281,27009.47963,1436.19907,27919.19907,7186.196,1
1463,4008987886,4008988541,26484,51,51,-122.4419158,37.8037514,-122.4440017,37.8055868,40,408,1620,5.74,0,84,26484,41.47487044,26525.47487,223.68718,26707.68718,408.99,1
1464,65346910,65319983,26485,147,72,-122.388855,37.72998,-122.43512,37.7868155,380,627,2761,8.67,0,85,26485,616.280385,27101.28039,1660.70096,28145.70096,9505.018,1
1465,65290322,3718987342,26485,117,52,-122.4094619,37.7560037,-122.4765197,37.8081054,8,261,2013,22.04,0,85,26485,817.002296,27302.0023,2162.50574,28647.50574,11079.737,2
1466,4008988320,65297249,26486,43,41,-122.4374976,37.8015831,-122.4172792,37.8070797,8,516,1317,2.59,0,86,26486,210.2947991,26696.2948,645.737,27131.737,2254.51,1
1467,65354898,4069129292,26486,54,190,-122.5106851,37.7819076,-122.4977878,37.7326798,7,106,331,6.99,0,86,26486,437.5349851,26923.53499,1213.83746,27699.83746,6556.122,1
1468,65308306,65332335,26487,86,121,-122.435256,37.779151,-122.4052762,37.7462429,6,148,1218,14.64,0,87,26487,398.7998161,26885.79982,1116.99954,27603.99954,6585.992,1
1469,65344044,65372305,26489,52,111,-122.4713283,37.8083697,-122.383436,37.757772,105,501,2117,6.63,0,89,26489,985.0351614,27474.03516,2582.5879,29071.5879,13340.448,1
1470,5283668859,65294308,26491,48,97,-122.4378615,37.7920583,-122.4250116,37.7494291,43,573,1348,5.53,0,91,26491,511.467322,27002.46732,1398.66831,27889.66831,5900.093,1
1471,297838773,65325208,26491,164,10,-122.4541021,37.7107024,-122.4149212,37.7744848,13,133,1230,13.08,0,91,26491,506.6608766,26997.66088,1386.65219,27877.65219,11421.953,1
1472,65319714,65325208,26491,145,10,-122.3768574,37.7402023,-122.4149212,37.7744848,113,478,931,6.28,0,91,26491,407.7691476,26898.76915,1139.42287,27630.42287,6669.438,1
1473,65345229,65309742,26491,23,54,-122.3990364,37.8009761,-122.5068372,37.7734158,32,328,1536,23.26,4,91,26491,853.2612909,27344.26129,2253.15323,28744.15323,12260.634,1
1474,65374771,3741990611,26492,25,52,-122.4049658,37.7953286,-122.4576915,37.8037726,12,95,738,12.64,1,92,26492,470.3866827,26962.38668,1295.96671,27787.96671,5288.657,1
1475,434685829,65304911,26493,41,91,-122.4189847,37.8109611,-122.457131,37.752767,51,408,1235,5.58,0,93,26493,846.4025973,27339.4026,2236.00649,28729.00649,9750.909,1
1476,65296251,65372305,26493,118,111,-122.4130129,37.7525713,-122.383436,37.757772,11,92,679,10.88,0,93,26493,343.7025663,26836.70257,979.25642,27472.25642,4024.278,2
1477,65322715,4186794514,26494,45,107,-122.4356973,37.7980274,-122.4131634,37.7699415,81,371,2786,7.67,0,94,26494,415.0153426,26909.01534,1157.53836,27651.53836,4570.248,2
1478,316735471,65292772,26494,38,44,-122.4069144,37.8026403,-122.4325965,37.7993789,10,564,2023,14.48,0,94,26494,256.1797408,26750.17974,760.44935,27254.44935,2592.268,1
1479,65283442,4180837706,26495,52,41,-122.4503458,37.7933396,-122.4093899,37.8081512,3,322,1042,13.99,0,95,26495,528.5103135,27023.51031,1441.27578,27936.27578,5697.78,1
1480,65307150,65333212,26495,57,152,-122.493135,37.7865982,-122.403555,37.718337,19,246,1370,7.01,0,95,26495,985.4498086,27480.44981,2583.62452,29078.62452,16046.706,2
1481,1262382440,65294676,26496,115,170,-122.4040595,37.7569947,-122.4598624,37.7410611,8,686,1734,13.85,0,96,26496,520.3404001,27016.3404,1420.851,27916.851,6453.058,1
1482,258967893,65317042,26498,128,16,-122.4246334,37.7470378,-122.3967193,37.7855436,106,598,1453,4.61,0,98,26498,420.2530205,26918.25302,1170.63255,27668.63255,6854.854,1
1483,65290322,65317715,26499,117,21,-122.4094619,37.7560037,-122.3983653,37.781794,5,149,833,12.49,0,99,26499,298.5550772,26797.55508,866.38769,27365.38769,3979.991,1
1484,65295405,3719575845,26500,70,15,-122.4558851,37.7861097,-122.390971,37.7925459,63,649,1860,15.89,0,100,26500,499.9565486,26999.95655,1369.89137,27869.89137,6266.842,1
1485,1736656377,65322004,26501,53,142,-122.4954804,37.7705085,-122.3827438,37.7511589,12,394,1500,16.28,0,101,26501,849.8242417,27350.82424,2244.5606,28745.5606,13185.013,1
1486,1656766007,65361413,26501,111,111,-122.3918737,37.7615745,-122.3848046,37.7607234,94,309,1556,4.97,0,101,26501,79.32240546,26580.32241,318.30601,26819.30601,756.569,1
1487,65317703,65280672,26502,16,145,-122.3884059,37.7896449,-122.3719647,37.733143,11,143,509,9.72,1,102,26502,558.9081143,27060.90811,1517.27029,28019.27029,8832.519,1
1488,65313342,258965841,26505,89,41,-122.4433593,37.7689732,-122.4091081,37.8081143,48,319,1849,20.43,0,105,26505,612.1888876,27117.18889,1650.47222,28155.47222,7458.017,1
1489,65292265,65373321,26506,145,41,-122.379932,37.733381,-122.4056307,37.8066897,108,377,2078,6.57,0,106,26506,657.2040557,27163.20406,1763.01014,28269.01014,9918.873,1
1490,65351094,725284754,26506,125,43,-122.4143124,37.73477,-122.4374775,37.806418,7,63,523,10,0,106,26506,725.5272055,27231.52721,1933.81801,28439.81801,10561.658,1
1491,65303573,4009068077,26507,74,43,-122.4332878,37.786095,-122.4389261,37.8039057,6,203,672,11.37,0,107,26507,230.9134676,26737.91347,697.28367,27204.28367,2112.588,1
1492,65317554,65319946,26508,20,6,-122.4070353,37.777399,-122.4104533,37.7899531,495,724,1145,8.31,0,108,26508,155.8444282,26663.84443,509.61107,27017.61107,1766.134,1
1493,257316060,65300999,26509,109,125,-122.3892986,37.7799063,-122.4129639,37.7358577,105,307,812,6.83,0,109,26509,427.1144892,26936.11449,1187.78622,27696.78622,8441.058,1
1494,65357250,65290178,26510,43,17,-122.4397198,37.8015491,-122.3877083,37.7870796,34,634,1126,2.66,0,110,26510,465.4802823,26975.48028,1283.70071,27793.70071,6139.167,3
1495,65310181,1711296909,26510,115,133,-122.4047421,37.7569544,-122.4516875,37.7283533,13,197,2075,19.49,0,110,26510,404.2160823,26914.21608,1130.54021,27640.54021,6938.845,1
1496,434685829,65290178,26511,41,17,-122.4189847,37.8109611,-122.3877083,37.7870796,22,187,593,9.44,0,111,26511,352.6752234,26863.67522,1001.68806,27512.68806,4170.381,1
1497,65315601,276549441,26511,34,41,-122.4231779,37.7972346,-122.4036084,37.8054504,12,183,482,7.51,0,111,26511,231.0158484,26742.01585,697.53962,27208.53962,2788.722,1
1498,65361413,65317703,26513,111,16,-122.3848046,37.7607234,-122.3884059,37.7896449,10,233,519,7.5,0,113,26513,292.5393888,26805.53939,851.34847,27364.34847,3761.643,2
1499,3719575845,65317709,26513,15,16,-122.390971,37.7925459,-122.390321,37.7881515,10,234,627,8.49,0,113,26513,51.38878795,26564.38879,248.47197,26761.47197,640.634,1
1500,65318655,3998076162,26513,99,70,-122.4230705,37.7535669,-122.4472482,37.7833791,10,234,1121,13.5,0,113,26513,436.9491785,26949.94918,1212.37295,27725.37295,5215.04,2
1501,65324711,65312246,26514,91,98,-122.462812,37.7569714,-122.4300736,37.7555495,39,277,705,5.51,0,114,26514,389.295244,26903.29524,1093.23811,27607.23811,5179.842,1
1502,65336679,65313859,26514,71,110,-122.4463122,37.7918854,-122.3927191,37.7667032,39,187,1266,9.95,0,114,26514,577.6222618,27091.62226,1564.05565,28078.05565,8050.511,2
1503,65315601,298082943,26514,34,81,-122.4231779,37.7972346,-122.4236266,37.7729829,9,135,584,8.32,0,114,26514,282.0640809,26796.06408,825.1602,27339.1602,3141.325,1
1504,725298140,371238053,26514,43,86,-122.4265778,37.8079433,-122.4341786,37.7821549,9,324,766,8.56,0,114,26514,331.5027253,26845.50273,948.75681,27462.75681,3925.037,2
1505,65307952,3719575845,26515,126,15,-122.4169084,37.7339278,-122.390971,37.7925459,8,220,1413,19.76,3,115,26515,494.463002,27009.463,1356.15751,27871.15751,8421.72,2
1506,258965841,725298140,26515,41,43,-122.4091081,37.8081143,-122.4265778,37.8079433,8,187,1022,13.68,0,115,26515,207.2430437,26722.24304,638.10761,27153.10761,2118.769,1
1507,65336914,260193349,26516,47,109,-122.4342202,37.7907202,-122.3881286,37.7817716,8,582,1875,6.16,0,116,26516,429.8203388,26945.82034,1194.55085,27710.55085,5135.61,1
1508,281555704,65334829,26517,52,99,-122.4787026,37.7988099,-122.4214357,37.755275,127,517,1587,5.38,0,117,26517,807.1917439,27324.19174,2137.97936,28654.97936,10698.179,1
1509,260327028,725284752,26519,182,51,-122.5068294,37.7353902,-122.4422282,37.8058127,204,1002,2483,17.85,1,119,26519,838.7483955,27357.7484,2216.87099,28735.87099,13278.97,1
1510,65290178,2653206545,26519,17,43,-122.3877083,37.7870796,-122.4293132,37.8073072,44,437,1434,13.49,0,119,26519,428.9185977,26947.9186,1192.29649,27711.29649,5164.422,1
1511,4022970339,258965841,26520,55,41,-122.5078463,37.7799136,-122.4091081,37.8081143,14,981,2313,23.28,0,0,26520,850.3873251,27370.38733,2245.96831,28765.96831,11767.923,1
1512,65321040,276549441,26521,50,41,-122.4374358,37.798285,-122.4036084,37.8054504,2,145,1083,12.72,0,1,26521,304.5228802,26825.52288,881.3072,27402.3072,3655.867,2
1513,1378125354,65317703,26521,157,16,-122.4209367,37.7085526,-122.3884059,37.7896449,13,148,1519,21.64,5,1,26521,661.7544196,27182.75442,1774.38605,28295.38605,11985.474,1
1514,260194288,65373502,26522,23,23,-122.4020702,37.804321,-122.401811,37.8040707,12,82,752,11.07,1,2,26522,91.74619409,26613.74619,349.36549,26871.36549,1204.208,1
1515,258910941,554160413,26522,58,166,-122.4868974,37.7800647,-122.4504983,37.7173617,21,819,2367,19.81,0,2,26522,763.4118183,27285.41182,2028.52955,28550.52955,9201.575,1
1516,65319714,65372305,26523,145,111,-122.3768574,37.7402023,-122.383436,37.757772,10,185,1404,15.99,0,3,26523,219.1476009,26742.1476,667.869,27190.869,2877.503,1
1517,65332847,65333957,26523,27,23,-122.4100935,37.7965025,-122.3975508,37.7993155,10,236,1156,8.71,0,3,26523,94.20877627,26617.20878,355.52194,26878.52194,1246.244,1
1518,65295415,65336780,26523,71,130,-122.4580708,37.7858315,-122.4388822,37.7371497,5,489,1919,14.94,0,3,26523,625.2055679,27148.20557,1683.01392,28206.01392,7484.346,1
1519,65315601,65355062,26523,34,124,-122.4231779,37.7972346,-122.415841,37.738452,10,256,1064,14.77,0,3,26523,567.4542185,27090.45422,1538.63555,28061.63555,8172.007,1
